L1_sp_dim,L1_sp_sz,L1_pos1_dim,L1_pos1_tile,L1_pos2_dim,L1_pos2_tile,L1_pos3_dim,L1_pos3_tile,L1_pos4_dim,L1_pos4_tile,L1_pos5_dim,L1_pos5_tile,L1_pos6_dim,L1_pos6_tile,L2_sp_dim,L2_sp_sz,L2_pos1_dim,L2_pos1_tile,L2_pos2_dim,L2_pos2_tile,L2_pos3_dim,L2_pos3_tile,L2_pos4_dim,L2_pos4_tile,L2_pos5_dim,L2_pos5_tile,L2_pos6_dim,L2_pos6_tile,genome_str,fitness1,fitness2,valid,genome_pattern,layer
C,191,S,7,X,210,K,57,Y,163,R,7,C,1,Y,91,R,7,K,7,Y,1,S,7,C,1,X,1,"L1:[sp=C,191] S=7,X=210,K=57,Y=163,R=7,C=1 || L2:[sp=Y,91] R=7,K=7,Y=1,S=7,C=1,X=1",-2050953.0,-15773.8,1,C|Y,1
C,802,Y,55,C,1,R,7,S,7,X,167,K,47,X,167,K,1,X,75,Y,1,C,1,S,7,R,7,"L1:[sp=C,802] Y=55,C=1,R=7,S=7,X=167,K=47 || L2:[sp=X,167] K=1,X=75,Y=1,C=1,S=7,R=7",-102547217.0,-14899.2,1,C|X,1
Y,434,C,1,S,7,R,7,K,53,Y,55,X,17,Y,119,S,7,Y,1,K,1,C,1,R,7,X,2,"L1:[sp=Y,434] C=1,S=7,R=7,K=53,Y=55,X=17 || L2:[sp=Y,119] S=7,Y=1,K=1,C=1,R=7,X=2",-2051023.0,-41143.1,1,Y|Y,1
C,802,Y,55,R,7,C,1,S,7,X,167,K,47,K,24,K,1,X,1,Y,1,C,1,S,7,R,7,"L1:[sp=C,802] Y=55,R=7,C=1,S=7,X=167,K=47 || L2:[sp=K,24] K=1,X=1,Y=1,C=1,S=7,R=7",-6986045.0,-14899.2,1,C|K,1
Y,434,S,7,C,1,X,17,K,28,Y,190,R,7,Y,119,S,7,C,1,K,7,Y,1,R,7,X,1,"L1:[sp=Y,434] S=7,C=1,X=17,K=28,Y=190,R=7 || L2:[sp=Y,119] S=7,C=1,K=7,Y=1,R=7,X=1",-4486558.0,-40869.8,1,Y|Y,1
Y,332,R,7,K,44,C,3,Y,25,S,7,X,219,K,33,S,7,X,1,C,1,K,1,Y,1,R,7,"L1:[sp=Y,332] R=7,K=44,C=3,Y=25,S=7,X=219 || L2:[sp=K,33] S=7,X=1,C=1,K=1,Y=1,R=7",-11028.0,-697.689,1,Y|K,1
K,191,S,7,X,210,K,57,Y,163,R,7,C,1,Y,91,R,7,K,7,Y,1,S,7,C,1,X,1,"L1:[sp=K,191] S=7,X=210,K=57,Y=163,R=7,C=1 || L2:[sp=Y,91] R=7,K=7,Y=1,S=7,C=1,X=1",-5479879.0,-41736.4,1,K|Y,1
Y,434,C,1,S,7,R,7,K,53,Y,55,X,17,Y,119,S,7,Y,1,K,1,C,1,R,7,X,2,"L1:[sp=Y,434] C=1,S=7,R=7,K=53,Y=55,X=17 || L2:[sp=Y,119] S=7,Y=1,K=1,C=1,R=7,X=2",-2051023.0,-41143.1,1,Y|Y,1
C,434,C,1,S,7,X,219,K,53,Y,55,R,7,Y,119,S,7,Y,1,K,1,C,1,R,7,X,1,"L1:[sp=C,434] C=1,S=7,X=219,K=53,Y=55,R=7 || L2:[sp=Y,119] S=7,Y=1,K=1,C=1,R=7,X=1",-12553.0,-716.655,1,C|Y,1
Y,434,C,1,S,7,R,7,K,53,Y,55,X,17,C,1,S,7,Y,1,K,1,R,7,C,1,X,2,"L1:[sp=Y,434] C=1,S=7,R=7,K=53,Y=55,X=17 || L2:[sp=C,1] S=7,Y=1,K=1,R=7,C=1,X=2",-112801999.0,-41143.1,1,Y|C,1
X,332,R,7,K,44,C,3,Y,196,S,7,X,17,K,33,S,7,X,1,R,7,K,1,Y,1,C,3,"L1:[sp=X,332] R=7,K=44,C=3,Y=196,S=7,X=17 || L2:[sp=K,33] S=7,X=1,R=7,K=1,Y=1,C=3",-1634351.0,-15653.9,1,X|K,1
Y,332,R,7,K,44,C,3,Y,44,S,7,X,219,K,33,S,7,X,1,C,1,K,1,Y,1,R,7,"L1:[sp=Y,332] R=7,K=44,C=3,Y=44,S=7,X=219 || L2:[sp=K,33] S=7,X=1,C=1,K=1,Y=1,R=7",-19407.0,-696.148,1,Y|K,1
